name,address_street,address_suite,address_zip,inspection_date,inspection_score,inspection_type
CICI'S PIZZA #451,1515 S BUCKNER BLVD,#115,75217,2016-02-18,97,routine
FRIENDSHIP WEST BAPTIST,2020 W WHEATLAND RD,,75224,2016-02-18,97,routine
JUNGLE CAFE KITCHEN BAKEY,1801 N GRIFFIN ST,,75202,2016-02-18,97,routine
LIFETIME FITNESS,3419 TRINITY MILLS RD,,75287,2016-02-18,97,routine
MULTIPLE CAREERS MAGNET,4528 RUSK AVE,,75204,2016-02-18,97,routine
PIZZA HUT,8254 ABRAMS RD,,75231,2016-02-18,97,routine
ROSE MARIE HAGGAR ELEM SC,17820 CAMPBELL RD,,75252,2016-02-18,97,routine
SAM'S CLUB CAFE,12000 MCCREE RD,,75238,2016-02-18,97,routine
SUBWAY,8440 ABRAMS RD,#404,75243,2016-02-18,97,routine
WEIR'S FURNITURE STORE,3219 KNOX ST,,75205,2016-02-18,97,routine
CIVELLO'S RAVIOLISMO,1318 N PEAK ST,,75204,2016-02-18,100,routine
FRETZ PARK RECREATION CENTER,6950 BELT LINE RD,,75254,2016-02-18,100,routine
MITCHELL ELEMENTARY,4223 BRIARGROVE LN,,75287,2016-02-18,100,routine
SAM'S CLUB BAKERY,12000 MCCREE RD,,75238,2016-02-18,100,routine
WINGSTOP,5501 LBJ FRWY,#117,75240,2016-02-18,100,routine
ANTOJITOS LUPITA PUPUSERIA Y TAQUERIA,301 E JEFFERSON BLVD,,75203,2016-02-19,80,routine
TAQUERIA PINOCHO,118 S CARROLL AVE,,75226,2016-02-19,80,routine
THE FREE MAN,2626 COMMERCE ST,,75226,2016-02-19,80,routine
MR TACO,1314 S BUCKNER BLVD,316,75217,2016-02-19,81,routine
ROYAL THAI,5500 GREENVILLE AVE,#608,75206,2016-02-19,81,routine
ST PETE'S DANCING MARLIN,2730 COMMERCE ST,,75226,2016-02-19,81,routine
LOS GEMELOS,116 S CARROLL AVE,#A,75226,2016-02-19,82,routine
RACEWAY CONVENIENCE STORE,8130 E RL THORNTON FRWY,,75228,2016-02-19,83,routine
DEARL'S SUPERMARKET,9223 ELAM RD,,75217,2016-02-19,84,routine
E Z TRIP FOOD STORES #17,8240 ABRAMS RD,,75231,2016-02-19,84,routine
